0	level01
1	level02
2	level03
3	level02
4	level03
5	level04
6	level04
7	level05
8	level06
9	level06
10	level07
11	level08
12	level02
13	level03
14	level04
15	level05
16	level06
17	level07
18	level02
19	level03
20	level02
21	level03
22	level02
23	level03
24	level04
25	level05
26	level06
27	level07
28	level08
29	level09
30	level07
31	level06
32	level01
33	level01
34	level02
35	level02
36	level03
37	level04
38	level05
39	level06
40	level07
41	level06
42	level07
43	level01
44	level02
45	level03
46	level04
47	level05
48	level06
49	level07
50	level08
51	level09
52	level07
53	level01
54	level02
55	level03
56	level04
57	level05
58	level05
59	level02
60	level03
61	level04
62	level05
63	level06
64	level07
65	level08
66	level01
67	level01
68	level02
69	level03
70	level04
71	level05
72	level06
73	level01
74	level02
75	level03
76	level04
77	level06
78	level09
79	level09
80	level01
81	level02
82	level03
83	level04
84	level06
85	level09
86	level09
87	level01
88	level02
89	level03
90	level04
91	level06
92	level09
93	level02
94	level06
95	level09
96	level01
97	level02
98	level03
99	level04
100	level06
101	level09
102	level02
103	level06
104	level09
105	level01
106	level02
107	level03
108	level04
109	level06
110	level09
111	level02
112	level01
113	level01
114	level01
115	level02
116	level01
117	level03
118	level04
119	level05
120	level06
121	level05
122	level07
123	level07
124	level07
125	level07
126	level08
127	level08
128	level09
129	level08
130	level08
131	level01
132	level01
133	level01
134	level02
135	level01
136	level01
137	level08
138	level01
139	level01
140	level02
141	level03
142	level04
143	level05
144	level05
145	level06
146	level05
147	level07
148	level09
149	level07
150	level01
151	level02
152	level03
153	level04
154	level01
155	level01
156	level03
157	level01
158	level06
159	level07
160	level07
161	level05
162	level01
163	level01
164	level01
165	level01
166	level01
167	level02
168	level03
169	level04
170	level05
171	level06
172	level05
173	level01
174	level01
175	level02
176	level03
177	level03
178	level04
179	level01
180	level04
181	level01
182	level01
183	level02
184	level03
185	level01
186	level01
187	level06
188	level01
189	level02
190	level03
191	level04
192	level09
193	level09
194	level01
195	level02
196	level03
197	level04
198	level05
199	level06
200	level07
201	level07
202	level08
203	level01
204	level06
205	level01
206	level01
207	level01
208	level04
209	level09
210	level01
211	level01
212	level01
213	level01
214	level01
215	level05
216	level01
217	level02
218	level05
219	level01
220	level01
221	level06
222	level01
223	level01
224	level01
225	level02
226	level03
227	level01
228	level01
229	level02
230	level03
231	level04
232	level05
233	level06
234	level07
235	level08
236	level09
237	level08
238	level07
239	level06
240	level09
241	level07
242	level01
243	level01
244	level03
245	level01
246	level02
247	level03
248	level09
249	level01
250	level01
251	level02
252	level03
253	level04
254	level05
255	level06
256	level05
257	level07
258	level08
259	level01
260	level01
261	level01
262	level01
263	level01
264	level01
265	level02
266	level03
267	level02
268	level03
269	level01
270	level01
271	level01
272	level02
273	level03
274	level04
275	level05
276	level06
277	level07
278	level08
279	level01
280	level01
281	level01
282	level03
283	level05
284	level05
285	level06
286	level01
287	level02
288	level01
289	level01
290	level01
291	level01
292	level01
293	level02
294	level04
295	level01
296	level08
297	level01
298	level01
299	level05
300	level06
301	level07
302	level09
303	level08
304	level02
305	level01
306	level04
307	level09
308	level09
309	level09
310	level09
311	level01
312	level01
313	level02
314	level01
315	level01
316	level09
317	level09
318	level01
319	level06
320	level07
321	level09
322	level01
323	level01
324	level01
325	level01
326	level02
327	level03
328	level04
329	level05
330	level06
331	level09
332	level01
333	level01
334	level01
335	level02
336	level03
337	level04
338	level05
339	level06
340	level07
341	level08
342	level09
343	level01
344	level01
345	level03
346	level01
347	level01
348	level06
349	level07
350	level01
351	level01
352	level01
353	level01
354	level09
355	level01
356	level02
357	level03
358	level04
359	level06
360	level06
361	level09
362	level05
363	level01
364	level03
365	level01
366	level05
367	level01
368	level07
369	level01
370	level01
371	level01
372	level02
373	level03
374	level04
375	level05
376	level06
377	level09
378	level09
379	level02
380	level03
381	level05
382	level02
383	level01
384	level01
385	level01
386	level01
387	level01
388	level01
389	level01
390	level02
391	level03
392	level05
393	level04
394	level09
395	level03
396	level03
397	level04
398	level06
399	level03
400	level06
401	level07
402	level08
403	level09
404	level03
405	level04
406	level05
407	level02
408	level01
409	level01
410	level02
411	level03
412	level04
413	level05
414	level06
415	level07
416	level01
417	level01
418	level01
419	level01
420	level01
421	level01
422	level02
423	level01
424	level08
425	level03
426	level03
427	level01
428	level01
429	level02
430	level03
431	level04
432	level05
433	level04
434	level05
435	level06
436	level07
437	level08
438	level09
439	level01
440	level01
441	level01
442	level01
443	level02
444	level03
445	level01
446	level01
447	level01
448	level01
449	level01
450	level02
451	level03
452	level04
453	level05
454	level05
455	level06
456	level01
457	level08
458	level01
459	level02
460	level03
461	level03
462	level04
463	level06
464	level09
465	level09
466	level09
467	level01
468	level05
469	level01
470	level02
471	level03
472	level04
473	level05
474	level06
475	level07
476	level08
477	level09
478	level09
479	level01
480	level02
481	level03
482	level02
483	level04
484	level01
485	level04
486	level06
487	level05
488	level01
489	level02
490	level01
491	level01
492	level02
493	level03
494	level04
495	level03
496	level01
497	level01
498	level01
499	level02
500	level03
501	level04
502	level05
503	level07
504	level06
505	level07
506	level08
507	level09
508	level01
509	level01
510	level01
511	level01
512	level01
513	level01
514	level02
515	level02
516	level03
517	level03
518	level01
519	level01
520	level01
521	level01
522	level01
523	level02
524	level03
525	level04
526	level06
527	level09
528	level01
529	level04
530	level03
531	level04
532	level06
533	level06
534	level09
535	level09
536	level01
537	level01
538	level02
539	level03
540	level04
541	level06
542	level01
543	level01
544	level02
545	level05
546	level01
547	level01
548	level01
549	level01
550	level01
551	level02
552	level01
553	level01
554	level01
555	level02
556	level03
557	level03
558	level02
559	level04
560	level06
561	level09
562	level09
563	level01
564	level02
565	level03
566	level04
567	level05
568	level06
569	level07
570	level07
571	level08
572	level08
573	level09
574	level01
575	level02
576	level03
577	level04
578	level04
579	level04
580	level05
581	level06
582	level07
583	level08
584	level09
585	level01
586	level05
587	level05
588	level01
589	level01
590	level01
591	level07
592	level01
593	level01
594	level02
595	level01
596	level02
597	level03
598	level04
599	level04
600	level04
601	level06
602	level09
603	level01
604	level06
605	level01
606	level01
607	level05
608	level01
609	level01
610	level01
611	level02
612	level03
613	level04
614	level04
615	level05
616	level06
617	level07
618	level07
619	level07
620	level07
621	level01
622	level02
623	level01
624	level03
625	level04
626	level05
627	level06
628	level07
629	level08
630	level01
631	level02
632	level03
633	level04
634	level05
635	level06
636	level05
637	level03
638	level05
639	level01
640	level01
641	level06
642	level01
643	level05
644	level01
645	level01
646	level01
647	level02
648	level01
649	level02
650	level03
651	level04
652	level06
653	level01
654	level02
655	level06
656	level04
657	level06
658	level03
659	level06
660	level09
661	level06
662	level09
663	level09
664	level09
665	level06
666	level01
667	level02
668	level01
669	level02
670	level03
671	level03
672	level01
673	level02
674	level03
675	level04
676	level06
677	level05
678	level07
679	level09
680	level07
681	level08
682	level01
683	level01
684	level01
685	level02
686	level03
687	level04
688	level05
689	level06
690	level09
691	level07
692	level08
693	level05
694	level04
695	level09
696	level08
697	level07
698	level08
699	level06
700	level07
701	level08
702	level03
703	level06
704	level05
705	level01
706	level01
707	level03
708	level02
709	level04
710	level04
711	level03
712	level01
713	level02
714	level03
715	level04
716	level05
717	level07
718	level01
719	level01
720	level02
721	level03
722	level04
723	level05
724	level01
725	level02
726	level03
727	level04
728	level06
729	level09
730	level01
731	level01
732	level01
733	level01
734	level02
735	level01
736	level05
737	level09
738	level01
739	level01
740	level09
741	level01
742	level01
743	level04
744	level05
745	level01
746	level01
747	level02
748	level03
749	level04
750	level05
751	level06
752	level07
753	level08
754	level07
755	level09
756	level08
757	level08
758	level09
759	level09
760	level05
761	level01
762	level01
763	level01
764	level02
765	level01
766	level01
767	level01
768	level06
769	level05
770	level05
771	level01
772	level01
773	level01
774	level01
775	level02
776	level02
777	level03
778	level04
779	level05
780	level01
781	level01
782	level05
783	level06
784	level01
785	level09
786	level09
787	level01
788	level01
789	level04
790	level01
791	level02
792	level09
793	level02
794	level01
795	level01
796	level01
797	level02
798	level03
799	level03
800	level04
801	level05
802	level04
803	level06
804	level06
805	level06
806	level02
807	level06
808	level01
809	level07
810	level01
811	level02
812	level03
813	level03
814	level04
815	level05
816	level06
817	level07
818	level07
819	level01
820	level09
821	level09
822	level01
823	level05
824	level01
825	level01
826	level02
827	level03
828	level04
829	level05
830	level06
831	level05
832	level07
833	level09
834	level01
835	level02
836	level03
837	level04
838	level05
839	level05
840	level06
841	level05
842	level09
843	level07
844	level01
845	level01
846	level03
847	level01
848	level04
849	level05
850	level01
851	level01
852	level01
853	level01
854	level01
855	level01
856	level01
857	level02
858	level01
859	level01
860	level02
861	level03
862	level04
863	level04
864	level05
865	level06
866	level09
867	level01
868	level01
869	level02
870	level03
871	level04
872	level05
873	level06
874	level06
875	level07
876	level08
877	level08
878	level09
879	level02
880	level01
881	level01
882	level02
883	level03
884	level04
885	level05
886	level05
887	level06
888	level05
889	level07
890	level06
891	level05
892	level06
893	level05
894	level05
895	level03
896	level04
897	level05
898	level05
899	level05
900	level02
901	level03
902	level04
903	level01
904	level01
905	level02
906	level03
907	level04
908	level06
909	level01
910	level02
911	level03
912	level01
913	level05
914	level01
915	level05
916	level04
917	level05
918	level01
919	level01
920	level01
921	level01
922	level06
923	level07
924	level06
925	level08
926	level09
927	level02
928	level02
929	level03
930	level04
931	level04
932	level06
933	level05
934	level05
935	level05
936	level05
937	level01
